,business_id,full_address,open,categories,city,review_count,name,neighborhoods,longitude,state,stars,latitude,type
46,vusJ2oza6-jzhzBTeae-OQ,"2344 E Baseline Rd
Mesa, AZ 85204",True,"['Auto Repair', 'Automotive', 'Oil Change Stations']",Mesa,6,Brake Masters,[],-111.783074,AZ,4.0,33.37947,business
47,jvvh4Q00Hq2XyIcfmAAT2A,"7014-590 E Camelback Rd
Scottsdale, AZ 85251",True,"['Burgers', 'Restaurants']",Scottsdale,52,Five Guys Burger and Fries,[],-111.9284569,AZ,3.5,33.503323,business
48,BF0XhsT8mEv6gpxru_8Syg,"4315 W Bell Road
Glendale, AZ 85308",True,"['Food', 'Grocery']",Glendale,3,Fry's & Fry's Marketplace,[],-112.1528218,AZ,4.5,33.6378053,business
49,RtwOc-n_RkiUuDGaNfCsNw,"8707 S Priest Dr
Ste 101
Tempe, AZ 85284",True,"['Cheesesteaks', 'Sandwiches', 'Restaurants']",Tempe,106,Forefathers Gourmet Cheesesteaks & Fries,[],-111.9631173,AZ,4.0,33.3351559,business
50,xWcTt1L4vQC_QkPfPBVlCw,"201 E Camelback Rd
Phoenix, AZ 85012",True,"['Shopping', 'Home Services', 'Home & Garden', 'Lighting Fixtures & Equipment', 'Furniture Stores', 'Home Decor']",Phoenix,20,Red Modern Furniture,[],-112.0709232,AZ,3.5,33.5090487,business
51,ldsiFlvSxBhuZHZxvzWPYw,"1702 W Camelback Rd
Phoenix, AZ 85015",True,"['Food', 'Grocery']",Phoenix,4,Loi Phat Oriental Food Grocery Store,[],-112.0962274,AZ,4.0,33.5097112,business
52,dLBqf9QayF9eSUzz6BvmSQ,"2027 E Camelback Rd
Phoenix, AZ 85016",True,"['Used, Vintage & Consignment', 'Fashion', 'Shopping', 'Home & Garden', 'Furniture Stores']",Phoenix,6,My Sister's Attic,[],-112.0372641,AZ,3.0,33.5092825,business
53,LSxO2ko3_5KODWKZLEm8FQ,"4331 E Broadway Road
Mesa, AZ 85206",True,"['Veterinarians', 'Pets']",Mesa,5,Tri-City East Veterinary Hospital,[],-111.7371543,AZ,3.0,33.4081936,business
54,Y1eMoHPnhwoOcYsKxGl74g,"3135 E Lincoln Dr
Phoenix, AZ 85016",False,"[""Women's Clothing"", 'Fashion', 'Shopping', 'Accessories']",Phoenix,8,Loehmann's Inc,[],-112.0148644,AZ,4.5,33.5307752,business
55,0YCV8260mMgN0PxuzAtO3g,"144 N Central Ave
Phoenix, AZ 85004",True,"['Fast Food', 'Sandwiches', 'Restaurants']",Phoenix,3,Subway,[],-112.0740911,AZ,2.5,33.4503008,business
56,Wc4-mBb_8CTF5KoU8Fariw,"2301 E Yeager Dr
Ste 3
Chandler, AZ 85286",True,"['Gyms', 'Weight Loss Centers', 'Health & Medical', 'Trainers', 'Fitness & Instruction', 'Active Life']",Chandler,3,CrossFit Infernal,[],-111.8017218,AZ,5.0,33.2805741,business
57,p4O4b0oZiV5oDhIDrCrgcg,"4705 E Carefree Hwy
Ste 116
Cave Creek, AZ 85331",True,"['Tobacco Shops', 'Shopping']",Cave Creek,3,Churchill's Fine Cigars,[],-111.9798909,AZ,4.5,33.7977694,business
58,rksEr9GshBvBkV4vAQbruQ,"855 W Warner Rd
Gilbert, AZ 85233",True,"['Food', 'Grocery']",Gilbert,4,Fry's Food & Drug Stores & Fry's Marketplace,[],-111.8083119,AZ,3.5,33.3340421,business
59,NtizlEdtnJX0tteMdZ-6tw,"4267 W Thunderbird Road
Phoenix, AZ 85053",True,['Restaurants'],Phoenix,3,Blimpie Subs & Salads,[],-112.1505433,AZ,3.0,33.6106566,business
60,z1CjVXv6M6RbWhZO1lIExA,"15816 N Greenway Hayden Loop
Ste 100
Scottsdale, AZ 85260",True,"['Local Services', 'Discount Store', 'Shopping', 'Appliances & Repair', 'Office Equipment']",Scottsdale,3,Lighting Unlimited,[],-111.913695,AZ,3.5,33.629381,business
61,HLQUH1VAw4KbSV-IhxOPEw,"2401 East Camelback Road
Phoenix, AZ 85016",True,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Phoenix,49,"The Ritz-Carlton, Phoenix",[],-112.0293073,AZ,4.0,33.508954,business
62,WNy1uzcmm_UHmTyR--o5IA,"960 W University Dr
Tempe, AZ 85281",True,"['Pubs', 'Bars', 'Nightlife', 'British', 'Restaurants']",Tempe,580,Cornish Pasty Company,[],-111.951494,AZ,4.5,33.422728,business
63,A0-0oO2I-L4QF9BMi9duuw,"Phoenix, AZ 85034",True,"['Home Services', 'Contractors']",Phoenix,5,All Patio Doors & More,[],-112.0178286,AZ,5.0,33.4382789,business
64,woihBX8gAaEDL4nWtao9dg,"6773 W Bell Road
Glendale, AZ 85308",True,"['Arts & Entertainment', 'Pizza', 'Arcades', 'Restaurants']",Glendale,7,Chuck E Cheese,[],-112.2051629,AZ,2.0,33.6380899,business
65,aK8BF1xuYZVzUgi3qAn3Ug,"15033 W Bell Road
Surprise, AZ 85374",True,"['Health & Medical', 'Dentists']",Surprise,4,Smiles of Beauty-Surprise,[],-112.383586,AZ,2.0,33.6382509,business
66,jl_2Ui3vC81bIwOCCQZI1w,"3141 S McClintock Dr Ste 1
Tempe, AZ 85282",True,"['Videos & Video Game Rental', 'Books, Mags, Music & Video', 'Shopping']",Tempe,4,Blockbuster Video,[],-111.908919,AZ,2.5,33.394763,business
67,ejx-rekLkZ2RkNgSejf0pA,"605 E Bell Road
Phoenix, AZ 85022",True,"['Banks & Credit Unions', 'Financial Services', 'Mortgage Brokers', 'Home Services', 'Real Estate']",Phoenix,4,Bank of America,[],-112.0663313,AZ,2.5,33.6402102,business
68,aX2Js7hZBhBAzc8LeRs55w,"6195 W Bell Road
Glendale, AZ 85308",True,"['Tires', 'Automotive']",Glendale,5,Big O Tire Stores,[],-112.1925299,AZ,4.0,33.6384243,business
69,5Rtgv0oDqmKkIayIrjEjqg,"7360 W Bell Rd
Glendale, AZ 85308",True,"['Sporting Goods', 'Shopping']",Glendale,4,Sports Authority,[],-112.217652,AZ,4.0,33.639331,business
70,Xk41spRMMo2C7Nn8YQIL0g,"3396 N Hayden
Scottsdale, AZ 85251",True,"['Banks & Credit Unions', 'Financial Services']",Scottsdale,4,Arizona Federal Credit Union,[],-111.909447,AZ,2.5,33.487234,business
71,0BpMvu5B9fY-KEbOuxLtFQ,"2945 E Bell Rd
Ste 102
Phoenix, AZ 85032",True,"['Japanese', 'Restaurants']",Phoenix,54,Kampai,[],-112.019165147988,AZ,3.5,33.639951900923,business
72,bIOEv4Gc49SiFhYedmN7aA,"21398 S Ellsworth Rd
Queen Creek, AZ 85242",True,"['Food', 'Department Stores', 'Grocery', 'Fashion', 'Shopping']",Queen Creek,4,Target,[],-111.64149939723,AZ,4.0,33.25480254189,business
73,Q7Yo02l--O9KMWYYNukY0w,"8009 E Dillons Way
Scottsdale, AZ 85260",True,[],Scottsdale,4,Dillon Precision Products,[],-111.9067544,AZ,5.0,33.6339781,business
74,jqZKv-7F54guDLalXEjHxg,"15435 N Scottsdale Rd
Ste 100
Scottsdale, AZ 85260",True,"['Burgers', 'Restaurants']",Scottsdale,69,Five Guys Burgers and Fries,[],-111.9254565,AZ,3.5,33.6265775,business
75,dzSPa5kkpQIRjMOHvDUF_Q,"2370 W Happy Valley Rd
Phoenix, AZ 85085",True,"['Bakeries', 'Food', 'Sandwiches', 'Restaurants']",Phoenix,24,Paradise Bakery & Cafe,[],-112.1117309,AZ,3.5,33.7129653,business
76,SJMjlvbGDUGO9Elpkl4kew,"15464 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85260",True,"['Department Stores', 'Fashion', 'Shopping']",Scottsdale,5,TJ Maxx,[],-111.889604330063,AZ,2.0,33.6285117246143,business
77,oD3K3aT52uNdLaYmGnRV8A,"1000 N. College Ave.
Tempe, AZ 85281",True,"['Active Life', 'Dog Parks', 'Parks']",Tempe,8,Papago Dog Park,[],-111.9308428,AZ,2.5,33.4394844,business
78,rftGOyvbSAMOBTJWGhTLgA,"5030 W Baseline Rd
Ste 133
Laveen, AZ 85339",True,"['Hair Salons', 'Beauty & Spas']",Laveen,8,Ellaments Salon & Boutique,[],-112.1666063,AZ,4.0,33.3776437,business
79,kIco4kv-FHT6QqdkDQ2cow,"2870 N Hayden Rd
Scottsdale, AZ 85257",True,"['American (Traditional)', 'Fast Food', 'Restaurants']",Scottsdale,13,Sonic Drive-In,[],-111.9093213,AZ,3.5,33.4796348,business
80,YXQzFolTvipDSpTlUTd6Eg,"2156 N Alma School Rd
Ste 112
Chandler, AZ 85224",True,"['Shopping', 'Guns & Ammo']",Chandler,9,Guns Etc,[],-111.85953,AZ,2.5,33.337095,business
81,2qbajPD8M7PJlWWaHSRR5Q,"393 W Warner Rd
Chandler, AZ 85225",True,"['Dive Bars', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']",Chandler,22,Draft House On The Reef,[],-111.8463705,AZ,3.5,33.3344463,business
82,j559p_Yelp12W2W_gTvDaA,"1700 W Washington St
Phoenix, AZ 85007",True,"['Landmarks & Historical Buildings', 'Public Services & Government']",Phoenix,3,Arizona State Capitol,[],-112.0950937,AZ,2.5,33.447646,business
83,tieXOBZlj01Hk_CR_sl0pg,"3616 E Ray Rd
Phoenix, AZ 85044",True,"['Food', 'Grocery']",Phoenix,3,Fry's Supermarket,[],-112.005508,AZ,3.5,33.316848,business
84,_0Eql3UB3K5-6q4IHNBbWA,"1339 E Chandler Blvd
Phoenix, AZ 85048",True,"['Skin Care', 'Hair Salons', 'Hair Removal', 'Beauty & Spas']",Phoenix,3,K-Bella Salon & Spa,[],-112.0534109,AZ,4.0,33.3052569,business
85,I98ESrTemwkaVIrN_USx4A,"1835 W Missouri Ave
Phoenix, AZ 85015",True,"['Doctors', 'Health & Medical', 'Family Practice']",Phoenix,10,Healthy Outlook Family Medicine,[],-112.098838,AZ,4.5,33.516595,business
86,1XiG4o4edRcoBcIrP209yg,"334 N 25th Ave
Phoenix, AZ 85009",True,"['Food', 'Breweries']",Phoenix,15,Old World Brewery,[],-112.113567,AZ,3.5,33.452284,business
87,AoO0FJyUm01lmIJJTcPWEQ,"2753 E Broadway
Ste 104
Mesa, AZ 85204",True,"['Burgers', 'Restaurants']",Mesa,47,Giant Hamburgers,[],-111.7716542,AZ,4.0,33.4064076,business
88,2k1I66IxKL9vJnRQhXWkDQ,"13201 N 35th Ave
Ste 3B
Phoenix, AZ 85029",True,"['Accountants', 'Professional Services']",Phoenix,4,Hacker Accounting,[],-112.119087,AZ,5.0,33.597474,business
89,LNUx60j6DQAxJuikUiZNvw,"4513 N Scottsdale Rd
Scottsdale, AZ 85251",False,"['Food', 'Coffee & Tea']",Scottsdale,4,The Coffee Bean & Tea Leaf,[],-111.9256326,AZ,3.5,33.5033716,business
90,xKXahNKbBUZtOPWibwq94w,"2515 N Scottsdale Rd
Scottsdale, AZ 85250",True,"['Food', 'Wine Bars', 'Bars', 'Nightlife', 'Beer, Wine & Spirits']",Scottsdale,19,AZ Wine Company,[],-111.925588,AZ,4.0,33.475302,business
91,1Nge1ObX93-y1AoXONt34A,"1445 W Elliot Rd
Tempe, AZ 85284",True,"['Tires', 'Automotive', 'Auto Repair']",Tempe,3,Costco Wholesale,[],-111.961862,AZ,5.0,33.347289,business
92,BmElzV6FNKvt2R7rI_gfvQ,"8921 N 7th St
Phoenix, AZ 85020",True,"['Used, Vintage & Consignment', 'Fashion', 'Shopping']",Phoenix,3,Goodwill Industries of AZ,[],-112.0652303,AZ,3.5,33.5667554,business
93,9W5zaqA_fdjTk127fioY0A,"837 N Dobson Rd
Mesa, AZ 85201",True,"['Department Stores', 'Fashion', 'Shopping', 'Home Decor', 'Home & Garden', 'Kitchen & Bath']",Mesa,7,Bed Bath & Beyond,[],-111.873996,AZ,4.0,33.430264,business
94,eK6KGMKqU_4nB9RdayZD7Q,"602 E Lincoln St
Phoenix, AZ 85004",True,"['Mexican', 'Restaurants']",Phoenix,17,Tee Pee Tap Room,[],-112.0657857,AZ,3.0,33.4423368,business
95,umdxfhSlk67yGEi8-S-bEg,"20831 N Scottsdale Rd
Ste 117
Scottsdale, AZ 85255",True,"['Burgers', 'American (Traditional)', 'Restaurants']",Scottsdale,70,Cold Beers & Cheeseburgers,[],-111.924676895142,AZ,3.0,33.6765685033475,business
96,aIpqc26pFPyEglBrs0k7EA,"2502 E Camelback Road
Phoenix, AZ 85016",True,"['Shopping', 'Mobile Phones']",Phoenix,4,Sprint,[],-112.0272041,AZ,3.0,33.5102068,business
97,mG5WTamjKzje897WkCXiTA,"4410 N 40th St
Phoenix, AZ 85018",True,"['Cards & Stationery', 'Arts & Crafts', 'Flowers & Gifts', 'Shopping', 'Event Planning & Services']",Phoenix,11,Paperjoy,[],-111.9955012,AZ,4.0,33.5024095,business
98,k_yGJN2ynaUkzLTEzBWyLA,"1803 E Rio Salado Pkwy
Ste 104
Tempe, AZ 85281",True,"['Auto Repair', 'Automotive']",Tempe,6,EuroTechs,[],-111.907821,AZ,5.0,33.428722,business
99,ixxKknYQAGGpCE1LhmFg3A,"1710 S Alma School Rd
Mesa, AZ 85210",True,"[""Women's Clothing"", ""Men's Clothing"", 'Fashion', 'Shopping', 'Shoe Stores']",Mesa,4,Boot Barn,[],-111.857962,AZ,5.0,33.383482,business
100,5hGkW5VddU07sI8DPfi-Bw,"13220 W Van Buren St Ste 108
Suite 108
Goodyear, AZ 85338",True,"['Flowers & Gifts', 'Shopping', 'Florists']",Goodyear,4,Desert Oasis Floral,[],-112.3436915,AZ,2.5,33.4502598,business
101,imSAkSzL5X1rUc3Z1ZMYeA,"550 W McDowell Rd
Phoenix, AZ 85003",True,"['Flowers & Gifts', 'Shopping', 'Florists']",Phoenix,6,Community Florist,[],-112.0822105,AZ,4.5,33.4659933,business
102,YowLDN2YEKVJpHv0Loqm5A,"Sky Harbor Airport - Terminal 4
3400 Sky Harbor Blvd
Phoenix, AZ 85034",True,"['Hot Dogs', 'Restaurants']",Phoenix,18,Jody Maroni's Sausage Kingdom,[],-112.0178286,AZ,2.5,33.4382789,business
103,l7WFICL6sLarCOHc0YFODQ,"1235 S Gilbert Rd
Ste 8
Mesa, AZ 85204",True,"['Shopping', 'Baby Gear & Furniture']",Mesa,4,Baby Mother & More,[],-111.787043,AZ,5.0,33.392567,business
104,HQFscafV3wi5z4yOKdUGRg,"501 W Thomas Rd
Phoenix, AZ 85013",True,"['Breakfast & Brunch', 'Diners', 'Restaurants']",Phoenix,58,5th Avenue Cafe,[],-112.080631,AZ,3.5,33.480016,business
105,JW1M3UOIopAA4C2y0Xt0wQ,"29455 N Cave Creek Rd
Ste 108
Cave Creek, AZ 85331",True,"['Pets', 'Pet Stores']",Cave Creek,6,Bonnie's Barkery,[],-111.991308,AZ,4.0,33.751685,business
106,46Pklsv4V2dku7yY5rvhIw,"1757 E Baseline Rd
Ste 129
Gilbert, AZ 85233",True,"['Health & Medical', 'Dentists', 'General Dentistry']",Gilbert,11,"David T Madder, DMD",[],-111.793383,AZ,4.5,33.37854,business
107,-sC66z4SO3tR7nFCjfQwuQ,"401 W Clarendon Ave
Phoenix, AZ 85013",True,"['Mexican', 'Restaurants']",Phoenix,549,Gallo Blanco Cafe,[],-112.079081,AZ,4.0,33.49112,business
108,hBodj_f6adUAnEVUb_he_A,"6607 S Central Ave
Phoenix, AZ 85042",True,"['American (Traditional)', 'Restaurants']",Phoenix,4,Turk's Fish and Chips,[],-112.073079,AZ,2.5,33.386417,business
109,fc7HNDbFpDlDWCGMh-c8lw,"13764 W. Bell Road
Surprise, AZ 85374",True,"['Veterinarians', 'Pets']",Surprise,6,Banfield Pet Hospital,[],-112.354279,AZ,2.0,33.640184,business
110,1J1iid_qU__8_CxiS2Zw4Q,"1457 W Southern Ave
Mesa, AZ 85202",False,"['Buffets', 'Restaurants']",Mesa,5,Souper Salad,[],-111.862526,AZ,3.0,33.3925142,business
111,Si4xIYKj7cbBou6Vkk0JJg,"2637 W Bethany Home Rd
Phoenix, AZ 85073",True,"['Barbers', 'Beauty & Spas']",Phoenix,4,Danny's Barber Shop,[],-112.1163693,AZ,3.5,33.5239202,business
112,OiQd6wkxOFx9k_EmRaJYTA,"625 W Deer Valley Rd
Ste 105
Phoenix, AZ 85027",True,"['Hair Salons', 'Beauty & Spas']",Phoenix,8,Au Reve,[],-112.0823333,AZ,4.5,33.6835998,business
113,6ZYt8IChJmH3Ra5IqnlivA,"1342 W Warner Rd
Tempe, AZ 85281",True,"['Sandwiches', 'Restaurants']",Tempe,9,Port of Subs,[],-111.9619158,AZ,2.5,33.3345479,business
