,checkin_info,type,business_id
39,"{'13-5': 1, '13-4': 1, '15-0': 1, '15-4': 1, '18-1': 3, '18-2': 4, '18-3': 1, '18-4': 1, '18-5': 1, '14-4': 1, '14-5': 2, '19-5': 2, '19-6': 1, '19-3': 1, '19-2': 1, '11-5': 2, '13-1': 1, '11-1': 1, '11-0': 3, '11-3': 1, '11-2': 3, '12-4': 1, '12-5': 1, '12-2': 2, '12-0': 1, '12-1': 3, '20-3': 2, '20-5': 1, '17-5': 3, '17-4': 2, '17-3': 1, '17-1': 2, '10-0': 1, '21-5': 1, '10-4': 1, '10-5': 1, '13-6': 1}",checkin,saON8-nDZi5W64u1xGtmPA
40,"{'2-3': 1, '17-1': 1, '5-2': 1, '20-3': 2, '20-4': 1, '3-1': 1, '1-4': 1, '12-6': 1, '22-4': 1, '11-0': 1, '11-3': 1, '11-2': 2, '14-4': 1, '15-3': 1, '21-2': 1, '12-1': 2}",checkin,DwU7wQtSs3eftKs3Q-EEjw
41,"{'22-4': 1, '11-3': 1, '13-4': 1, '15-5': 1, '18-3': 1, '18-4': 3, '18-5': 1, '18-6': 1, '14-5': 2, '16-6': 2, '19-5': 2, '19-4': 3, '19-3': 1, '11-5': 2, '11-4': 4, '13-6': 2, '13-5': 1, '11-2': 1, '12-4': 1, '12-5': 1, '12-0': 1, '20-0': 2, '20-2': 2, '20-4': 1, '20-6': 1, '17-5': 3, '17-3': 1, '17-1': 2, '10-4': 1, '21-1': 1, '11-0': 2}",checkin,APgL23vh7f7H_wAGTl57xQ
42,"{'9-5': 2, '10-6': 1, '19-5': 1, '20-2': 3, '7-6': 2, '7-5': 2, '19-2': 1, '11-5': 2, '18-4': 1, '17-2': 1, '14-5': 1, '8-6': 1, '12-5': 1, '10-5': 2, '21-2': 2, '18-5': 1}",checkin,89CVGx4Y6MPVJoi59XgP_A
43,"{'15-6': 1, '18-0': 1, '18-1': 1, '18-4': 1, '18-5': 1, '18-6': 1, '0-5': 1, '19-5': 6, '19-4': 1, '19-6': 2, '19-3': 1, '19-2': 2, '20-1': 1, '20-5': 1, '20-4': 1, '17-6': 1, '17-4': 1, '17-2': 1, '17-1': 1, '16-5': 2, '21-5': 1, '21-3': 1}",checkin,9HwUkbKAv7dO3MGlkkJJSg
44,"{'15-2': 1, '19-1': 1, '16-2': 1, '18-1': 1, '13-6': 1, '17-1': 2, '16-5': 1, '12-5': 2, '12-3': 1, '10-6': 1, '17-2': 2}",checkin,LRLN1CIUprYLs6rWUC5bAg
45,"{'13-0': 2, '15-6': 1, '18-0': 1, '18-1': 4, '18-2': 1, '18-3': 2, '18-4': 8, '18-5': 4, '18-6': 3, '14-4': 1, '14-1': 1, '14-3': 1, '22-4': 1, '19-5': 1, '19-4': 3, '19-6': 2, '19-0': 2, '19-3': 2, '19-2': 2, '11-5': 1, '11-4': 3, '11-6': 3, '13-6': 3, '13-4': 2, '12-6': 2, '12-4': 2, '17-4': 2, '12-3': 1, '13-2': 1, '9-6': 1, '20-5': 2, '20-4': 1, '20-6': 1, '16-2': 1, '17-6': 4, '16-0': 1, '16-1': 1, '16-6': 1, '17-2': 6, '17-1': 2, '16-5': 1, '10-0': 1, '21-5': 1, '10-5': 1, '10-6': 1, '21-3': 1}",checkin,txCJurIIrE9ZoHu3gZUvnQ
46,"{'8-1': 4, '13-4': 1, '12-4': 1, '9-2': 1, '12-3': 2, '6-0': 1, '0-5': 1, '9-0': 4, '8-5': 5, '11-5': 3, '21-4': 1, '13-1': 2, '13-0': 1, '11-1': 2, '13-6': 6, '11-3': 2, '11-2': 2, '12-6': 2, '6-4': 1, '12-2': 1, '10-2': 3, '12-0': 1, '6-1': 1, '9-1': 2, '13-3': 3, '10-3': 4, '9-5': 7, '9-4': 2, '5-3': 1, '9-6': 8, '7-3': 2, '8-0': 2, '7-1': 1, '20-5': 1, '7-6': 3, '7-4': 1, '11-6': 3, '8-2': 2, '10-0': 4, '10-1': 3, '8-6': 7, '8-3': 7, '10-4': 4, '10-5': 8, '10-6': 7, '11-0': 5}",checkin,bZkRR9-BnwE-sb1ql7WPJg
47,"{'8-3': 1, '7-1': 1, '7-4': 1, '14-0': 1, '14-3': 1}",checkin,BZqn7i_Z-MJ1QrxCyjFZSw
48,"{'22-4': 1, '9-6': 2, '11-6': 1, '8-5': 1, '10-5': 1, '10-6': 3}",checkin,lUsTQ3hOOcSS1mngqeFKAA
49,"{'22-6': 1, '22-3': 1, '19-5': 11, '19-4': 11, '19-6': 2, '19-1': 5, '19-0': 8, '19-3': 8, '19-2': 7, '11-5': 42, '11-4': 12, '11-6': 43, '11-1': 8, '11-0': 11, '11-3': 10, '11-2': 6, '12-6': 57, '12-4': 11, '12-5': 50, '12-2': 16, '12-3': 9, '12-0': 19, '12-1': 6, '16-2': 6, '16-3': 2, '16-0': 11, '16-1': 12, '16-6': 29, '16-4': 4, '16-5': 43, '21-4': 1, '21-5': 2, '21-6': 1, '21-0': 1, '21-3': 1, '15-1': 6, '15-0': 13, '15-3': 9, '15-2': 10, '15-5': 35, '15-4': 8, '15-6': 32, '18-0': 15, '18-1': 6, '18-2': 8, '18-3': 8, '18-4': 12, '18-5': 17, '18-6': 5, '6-4': 1, '8-4': 3, '8-5': 3, '8-6': 2, '8-0': 1, '8-1': 1, '8-3': 5, '0-6': 1, '13-3': 8, '13-2': 4, '13-1': 7, '13-0': 9, '13-6': 36, '13-5': 55, '13-4': 17, '9-1': 5, '9-0': 7, '9-3': 4, '9-2': 4, '9-5': 14, '9-4': 9, '9-6': 8, '20-1': 3, '20-0': 1, '20-3': 5, '20-2': 2, '20-5': 4, '20-4': 6, '17-6': 14, '17-5': 27, '17-4': 15, '17-3': 8, '17-2': 10, '17-1': 7, '17-0': 12, '10-0': 9, '10-1': 3, '10-2': 8, '10-3': 13, '10-4': 17, '10-5': 39, '10-6': 38, '14-4': 8, '14-5': 41, '14-6': 56, '14-0': 19, '14-1': 7, '14-2': 9, '14-3': 7, '3-5': 1}",checkin,WUZxVr_CaRqEQgzvyeK5tw
